"facility","facility_uid","subcounty","subcounty_uid","municipality","municipality_uid","district","district_uid","region","region_uid"
"Buteza Subcounty Field Survey Station 001","aURmSknLg9S","Buteza Subcounty","UePQHLsuRjz","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Butiru Subcounty Field Survey Station 001","JHUDOhEfQ9t","Butiru Subcounty","aG0jMQyfUTx","Manafwa DLG","Rn3vk0diROX","Manafwa District","JIZDvNlIhXS","Bugisu","Dt6qdenPX1E"
"Butiru Subcounty Field Survey Station 002","kYo6rlWFlg2","Butiru Subcounty","aG0jMQyfUTx","Manafwa DLG","Rn3vk0diROX","Manafwa District","JIZDvNlIhXS","Bugisu","Dt6qdenPX1E"
"Butiru Subcounty Field Survey Station 003","Wsm1yq3s0Lw","Butiru Subcounty","aG0jMQyfUTx","Manafwa DLG","Rn3vk0diROX","Manafwa District","JIZDvNlIhXS","Bugisu","Dt6qdenPX1E"
"Buwabwala Subcounty Field Survey Station 001","tZ2r1YHQh04","Buwabwala Subcounty","Xsx22uXtlpC","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Nalwanza Subcounty Field Survey Station 002","aB5OmziUxLP","Nalwanza Subcounty","O75JEwLpIwW","Bududa DLG","rNv2tm46tR1","Bududa District","AhwgeZQYj16","Bugisu","Dt6qdenPX1E"
"Bukhalu Subcounty Field Survey Station 002","aRcYASb3NLw","Bukhalu Subcounty","QxHGHhger7q","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Buwalasi Subcounty Field Survey Station 004","GpKYBJWFJJ6","Buwalasi Subcounty","acI7OX1zZEL","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Busano Subcounty Field Survey Station 002","YiiEgLjAdyx","Busano Subcounty","a0zpHapVjFR","Mbale DLG","gcSUP2nT0d5","Mbale District","yuo5ielNL7W","Bugisu","Dt6qdenPX1E"
"Buwasa Subcounty Field Survey Station 001","yyYPcgZm4xP","Buwasa Subcounty","Faj16MOBMgV","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Namabya Subcounty Field Survey Station 001","TZcWnlYP5wf","Namabya Subcounty","H4tQzkRKUNV","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Lwakhakha Subcounty Field Survey Station 001","PE6zvLA3vmK","Lwakhakha Subcounty","yNRYsHdz3sf","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Buwanyanga Subcounty Field Survey Station 002","aUCVOvi5Zz5","Buwanyanga Subcounty","Aw39uUSyojZ","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Nalusala Subcounty Field Survey Station 001","Y0A3UgeXcko","Nalusala Subcounty","zGvow9Y6Awr","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Buyobo Subcounty Field Survey Station 001","d6whuavCciB","Buyobo Subcounty","RNvCuVyrrIM","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Bwikhonge Subcounty Field Survey Station 001","aWwpooTj8ng","Bwikhonge Subcounty","fBjBTSTJHf6","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Central Division Field Survey Station 002","dNO4PUJDiww","Central Division","R1oUuQ6Zoys","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Munarya Subcounty Field Survey Station 001","Cxa96htrVdt","Munarya Subcounty","hhepptsETDL","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Chema Subcounty Field Survey Station 001","rRYEsv3mfWa","Chema Subcounty","adTaaCdwRM7","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Kapnarkut Town Council Field Survey Station 001","mhJpqcMZSMv","Kapnarkut Town Council","I6X9KpLcRaP","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Chepkwasta Subcounty Field Survey Station 001","MNfE9cZBvci","Chepkwasta Subcounty","aaes1np8v4h","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Chepsikunya Town Council Field Survey Station 001","wITceG8YRXg","Chepsikunya Town Council","bjSzGryt0J1","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Chepterech Subcounty Field Survey Station 001","LVowuv0tgrR","Chepterech Subcounty","OWRojvEDKoQ","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Kapsinda Subcounty Field Survey Station 001","mOxAHl3KoLP","Kapsinda Subcounty","h8bx9l02abI","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Kortek Subcounty Field Survey Station 001","RHqoxANc66y","Kortek Subcounty","dzxOS342VoL","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Chesower Subcounty Field Survey Station 001","Ny6gpfiiHon","Chesower Subcounty","Z0G5mSsk4VZ","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 005","ncPqsWzYvFY","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 006","SoOVoe9z5U6","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 007","afXyEtZ1a82","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 003","aTlXg6L2tH1","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Sironko Town Council Field Survey Station 001","SPRfKSI1D1b","Sironko Town Council","mj0OwLAoGxj","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Kamu Subcounty Field Survey Station 001","fEJx7cojpBA","Kamu Subcounty","Tk6cI0YZc9n","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Budadiri Town Council Field Survey Station 003","XbprbPFsfSr","Budadiri Town Council","HLymn5haKX6","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 004","EmyQB3hvoJd","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 008","IIkWcbUmyhI","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Nangako Town Council Field Survey Station 001","hwoDPTdbx6d","Nangako Town Council","kyxrbibVFRB","Bududa DLG","rNv2tm46tR1","Bududa District","AhwgeZQYj16","Bugisu","Dt6qdenPX1E"
"Namisuni Subcounty Field Survey Station 001","eN47KTA7oAK","Namisuni Subcounty","qFIN6OqYHyT","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Sipi Subcounty Field Survey Station 001","UYWZjSrracT","Sipi Subcounty","uyxasfC9cr3","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Gamogo Subcounty Field Survey Station 001","jKb8fhTLrfC","Gamogo Subcounty","aYieDAsKoLt","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 005","ZNsYKx9M5ag","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Lusha Subcounty Field Survey Station 002","VlljNDTZKFl","Lusha Subcounty","lcOZwwI0DzD","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Manafwa Town Council Field Survey Station 004","tcGADB3tQAG","Manafwa Town Council","FyMzOK1gbNx","Manafwa DLG","Rn3vk0diROX","Manafwa District","JIZDvNlIhXS","Bugisu","Dt6qdenPX1E"
"Bukiende Subcounty Field Survey Station 002","FJQvpVMUJlA","Bukiende Subcounty","qiewZJ2PhvP","Mbale DLG","gcSUP2nT0d5","Mbale District","yuo5ielNL7W","Bugisu","Dt6qdenPX1E"
"Bukhofu Subcounty Field Survey Station 001","tEz9A6zfTvN","Bukhofu Subcounty","Mhvqx45Xshu","Manafwa DLG","Rn3vk0diROX","Manafwa District","JIZDvNlIhXS","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 009","a1y6GK9Otxa","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 006","dzybmd1eGDK","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Jewa Town Council Field Survey Station 001","PN6KqAufFNJ","Jewa Town Council","QPO3RfxkpAX","Mbale DLG","gcSUP2nT0d5","Mbale District","yuo5ielNL7W","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 010","aaI3qQuFct4","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Moyok Subcounty Field Survey Station 001","a5qrQiD8czZ","Moyok Subcounty","CoRoHHdK9FC","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Kabeywa Subcounty Field Survey Station 001","K0MZ3COLlKt","Kabeywa Subcounty","sDD3UFAT7eA","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Kaptoyoy Subcounty Field Survey Station 002","A15NLokfXbV","Kaptoyoy Subcounty","OtcX4cHu6sF","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Kamet Subcounty Field Survey Station 001","wla92a13B1F","Kamet Subcounty","aztJaVUNQQd","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Kamu Subcounty Field Survey Station 002","vZyvxbRHwx4","Kamu Subcounty","Tk6cI0YZc9n","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Eastern Division Field Survey Station 001","eRHftg5IfLc","Eastern Division","a3uTjFZtyPj","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Central Division Field Survey Station 003","zpmUD2YzPnn","Central Division","R1oUuQ6Zoys","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Central Division Field Survey Station 004","WeIU1vLiYNC","Central Division","R1oUuQ6Zoys","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Central Division Field Survey Station 005","BgtgUtz9C4V","Central Division","R1oUuQ6Zoys","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Central Division Field Survey Station 006","bfgkO8RNEWN","Central Division","R1oUuQ6Zoys","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Kaptererwo Subcounty Field Survey Station 001","apNXE4NwXoP","Kaptererwo Subcounty","Nes6fdESisv","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Kapkoros Subcounty Field Survey Station 001","abEbootUSLF","Kapkoros Subcounty","XB8o8p7f97z","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Western Division Field Survey Station 001","qpP5cilBXi9","Western Division","QkW5yjF3k26","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Kapnandi Town Council Field Survey Station 001","gKHEczV42vB","Kapnandi Town Council","TeOkQnIENXF","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Kaproron Town Council Field Survey Station 001","IyYvTavDSou","Kaproron Town Council","djMgaXn0i9x","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Kiriki Subcounty Field Survey Station 001","JnRccswaEww","Kiriki Subcounty","zeYJmjH1keH","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Kapsarur Subcounty Field Survey Station 001","emKicrlso4o","Kapsarur Subcounty","x76sLIpT4ru","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Chepkwasta Subcounty Field Survey Station 002","UqemBuI2hXm","Chepkwasta Subcounty","aaes1np8v4h","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Kortek Subcounty Field Survey Station 002","kgZNSm9wbez","Kortek Subcounty","dzxOS342VoL","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Kaptoyoy Subcounty Field Survey Station 003","SHSEJEsSeiE","Kaptoyoy Subcounty","OtcX4cHu6sF","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Kaptum Subcounty Field Survey Station 001","nEM9LCQDK9w","Kaptum Subcounty","HTZhrdw748h","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Kapsinda Subcounty Field Survey Station 002","aBir3f6laiu","Kapsinda Subcounty","h8bx9l02abI","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Kaserem Subcounty Field Survey Station 001","S8LH3k8Bkir","Kaserem Subcounty","XIUw6GYfz2o","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Bumufuni Subcounty Field Survey Station 002","boWtTtxORe7","Bumufuni Subcounty","I1y1aZPzfTz","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Budwale Subcounty Field Survey Station 002","ayTrnqSyazC","Budwale Subcounty","pRs8qxqjCaa","Mbale DLG","gcSUP2nT0d5","Mbale District","yuo5ielNL7W","Bugisu","Dt6qdenPX1E"
"Busukuya Subcounty Field Survey Station 001","vGHlrDMSEZg","Busukuya Subcounty","HrVQp6KrVX9","Manafwa DLG","Rn3vk0diROX","Manafwa District","JIZDvNlIhXS","Bugisu","Dt6qdenPX1E"
"Kiriki Subcounty Field Survey Station 002","gcApTQ5WMyb","Kiriki Subcounty","zeYJmjH1keH","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Central Division Field Survey Station 007","Z9dLZO7dCS2","Central Division","R1oUuQ6Zoys","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 007","O4hJJKkCm5r","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Tuikat Subcounty Field Survey Station 001","abyfkOlxO5i","Tuikat Subcounty","RIfNrsL07w2","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Kortek Subcounty Field Survey Station 003","arWb0FvSbW8","Kortek Subcounty","dzxOS342VoL","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Kwanyiy Subcounty Field Survey Station 001","zpMTFJlXcMH","Kwanyiy Subcounty","AH9Soa1y2qd","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Suam Town Council Field Survey Station 001","lyRKz5je0d6","Suam Town Council","FngcsacEaM4","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Kapkwata Subcounty Field Survey Station 001","RxjGCZJbrNa","Kapkwata Subcounty","dK3nFAHFz5N","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Eastern Division Field Survey Station 002","aKrzURA6hJZ","Eastern Division","a3uTjFZtyPj","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Lwakhakha Subcounty Field Survey Station 002","AUNXCR5lfl7","Lwakhakha Subcounty","yNRYsHdz3sf","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Lwakhakha Subcounty Field Survey Station 003","B2kCGShrnuE","Lwakhakha Subcounty","yNRYsHdz3sf","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Zesui Subcounty Field Survey Station 003","apShjfH5dpp","Zesui Subcounty","kOu6Jeco0Gs","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Benet Subcounty Field Survey Station 001","WV7VVz9jpuJ","Benet Subcounty","lN73pdksWUB","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Lwakhakha Subcounty Field Survey Station 004","bhXPm7mqi2B","Lwakhakha Subcounty","yNRYsHdz3sf","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Bukwo Town Council Field Survey Station 004","sU6TRGUOQY9","Bukwo Town Council","Pud49eGxz7F","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Bulucheke Subcounty Field Survey Station 003","LQH5UZOoWj2","Bulucheke Subcounty","GNk286NN5pG","Bududa DLG","rNv2tm46tR1","Bududa District","AhwgeZQYj16","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 008","U1bdMKyCHSn","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Busoba Subcounty Field Survey Station 002","hC1gtogaFM0","Busoba Subcounty","sZkAxsA924V","Mbale DLG","gcSUP2nT0d5","Mbale District","yuo5ielNL7W","Bugisu","Dt6qdenPX1E"
"Busukuya Subcounty Field Survey Station 002","roJb8A7yXNm","Busukuya Subcounty","HrVQp6KrVX9","Manafwa DLG","Rn3vk0diROX","Manafwa District","JIZDvNlIhXS","Bugisu","Dt6qdenPX1E"
"Magale Town Council Field Survey Station 001","adoijg0nE4u","Magale Town Council","tTpyWAITi30","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Magale Subcounty Field Survey Station 001","jepvdaaAiNJ","Magale Subcounty","PmLRE5T7ZJp","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Busoba Subcounty Field Survey Station 003","cnDK8bgYPe5","Busoba Subcounty","sZkAxsA924V","Mbale DLG","gcSUP2nT0d5","Mbale District","yuo5ielNL7W","Bugisu","Dt6qdenPX1E"
"Busiu Subcounty Field Survey Station 001","fe5T2gr64Y5","Busiu Subcounty","Qk9HZ65zQnB","Mbale DLG","gcSUP2nT0d5","Mbale District","yuo5ielNL7W","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 011","V2x1UIpO46L","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 012","lclJKSu87er","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Central Division Field Survey Station 008","Z6pfevm24YB","Central Division","R1oUuQ6Zoys","Kapchorwa Municipality","o0qiA3QdyE8","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Masiira Subcounty Field Survey Station 001","CHqwTZx7Pym","Masiira Subcounty","a1bvHu4FRCq","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Masaba Subcounty Field Survey Station 002","m1B0rCFe5za","Masaba Subcounty","S4m2TKOXxUp","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 009","a3rqRkgOyEV","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 013","AtuVg4C11UO","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 010","Fq8Ly6ex4kx","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 014","WZdR7ibefws","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 011","ds0XlYAKuOX","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 015","xJtAHm83ULs","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station ADQ8SO","aDq8sOcS9r6","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 012","HpJYuf9iyz2","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 016","ltRRxVXo52S","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 017","FpbnTRG4PTa","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Butandiga Subcounty Field Survey Station 001","fSqSx3rnDmx","Butandiga Subcounty","IoHAYBBHJv6","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Kaserem Subcounty Field Survey Station 002","eED0m5DVbhB","Kaserem Subcounty","XIUw6GYfz2o","Kapchorwa DLG","rUZxtDdt03y","Kapchorwa District","aginheWSLef","Bugisu","Dt6qdenPX1E"
"Benet Subcounty Field Survey Station 002","n3vBQJV5o90","Benet Subcounty","lN73pdksWUB","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Northern Division Field Survey Station 013","CxTwCvcB2Fq","Northern Division","OltIU5j6TaY","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Moyok Subcounty Field Survey Station 002","NfEC0QSTA7M","Moyok Subcounty","CoRoHHdK9FC","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Industrial Division Field Survey Station 018","s6I81Be52IE","Industrial Division","q0BqaYeLsKz","Mbale City Council","lOfGDoZ5u9Y","Mbale City","ALFFOStwtqW","Bugisu","Dt6qdenPX1E"
"Mukoto Subcounty Field Survey Station 001","ms55Tt7iPFm","Mukoto Subcounty","hriseTUfks9","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
"Kaseko Subcounty Field Survey Station 001","OVvwU0OxejN","Kaseko Subcounty","p4p0Ny4bCjF","Kween DLG","I3kNhWwjzYP","Kween District","h1O9AvNR4jS","Bugisu","Dt6qdenPX1E"
"Nyondo Subcounty Field Survey Station 001","IuwBI8xDqBO","Nyondo Subcounty","VTWueywhLKE","Mbale DLG","gcSUP2nT0d5","Mbale District","yuo5ielNL7W","Bugisu","Dt6qdenPX1E"
"Bumalimba Subcounty Field Survey Station 002","aa3pe5ISanH","Bumalimba Subcounty","DGBFUfYWCBl","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Bumalimba Subcounty Field Survey Station 003","SNsnShtQa5C","Bumalimba Subcounty","DGBFUfYWCBl","Sironko DLG","VDARuLj3PM6","Sironko District","wJ2a6YKDFZW","Bugisu","Dt6qdenPX1E"
"Mutushet Subcounty Field Survey Station 001","qXQvylmsflU","Mutushet Subcounty","XH5QSihkOp9","Bukwo DLG","aC0PDtoAreV","Bukwo District","e8m9ZYMRoeR","Bugisu","Dt6qdenPX1E"
"Bulambuli Town Council Field Survey Station 001","G4DUWj0Q8hp","Bulambuli Town Council","KG8j3CvkRd9","Bulambuli DLG","ciLvqUBwyTk","Bulambuli District","auLatLbcOxf","Bugisu","Dt6qdenPX1E"
"Namboko Subcounty Field Survey Station 001","VB6z6SmiL33","Namboko Subcounty","aTC9aDSibvV","Namisindwa DLG","w6cP0Pysbek","Namisindwa District","TGzZPOmbgn8","Bugisu","Dt6qdenPX1E"
