"id","uid","name","shortname","longtitude","latitude","nhfrid","subcounty_uid","subcounty","district_uid","district","region","hflevel","ownership","authority","status","report"
"797","cOpgsVK1JpT","Nyamukana Town Council Field Survey Station 001","SG-NTUNG-001","30.299296","-0.751843","9000000000797","BgUSq2bJEyj","Nyamukana Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"798","iWJI9r3QCDh","Nyamukana Town Council Field Survey Station 002","SG-NTUNG-002","30.326156","-0.783957","9000000000798","BgUSq2bJEyj","Nyamukana Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"799","P33Fn6R2i6s","Nyamukana Town Council Field Survey Station 003","SG-NTUNG-003","30.335191","-0.753601","9000000000799","BgUSq2bJEyj","Nyamukana Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"800","mypOsu7U27g","Nyamunuka Town Council Field Survey Station 001","SG-NTUNG-001","30.095535","-0.829429","9000000000800","OQJEozNfnBv","Nyamunuka Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"801","dTLwhS7Lpm2","Nyamunuka Town Council Field Survey Station 002","SG-NTUNG-002","30.067604","-0.829142","9000000000801","OQJEozNfnBv","Nyamunuka Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"802","a1FeQgM4hAI","Nyarutuntu Subcounty Field Survey Station 001","SG-NTUNG-001","30.299993","-0.947868","9000000000802","cAQOW5v5j9V","Nyarutuntu Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","UCBHCA","Functional","Reporting"
"803","qNPSuHsI7VL","Nyarutuntu Subcounty Field Survey Station 002","SG-NTUNG-002","30.264637","-0.928829","9000000000803","cAQOW5v5j9V","Nyarutuntu Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"804","lCLOG82HUlc","Rubaare Subcounty Field Survey Station 001","SG-NTUNG-001","","","9000000000804","wCiHoNAAXNp","Rubaare Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"805","jhAIyaJHXEJ","Rubaare Subcounty Field Survey Station 002","SG-NTUNG-002","","","9000000000805","wCiHoNAAXNp","Rubaare Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"806","agJr4JxEd5N","Rubaare Subcounty Field Survey Station 003","SG-NTUNG-003","30.15346","-0.977459","9000000000806","wCiHoNAAXNp","Rubaare Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"807","lqF5HdVxpfK","Rubaare Town Council Field Survey Station 001","SG-NTUNG-001","30.18738","-1.022213","9000000000807","KABj9G4S8sz","Rubaare Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Regional Operations Hub","PFP","Private Authority","Functional","Reporting"
"808","IEyZgMkjuoN","Rubaare Town Council Field Survey Station 002","SG-NTUNG-002","30.187773","-1.015709","9000000000808","KABj9G4S8sz","Rubaare Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"809","acuu3ktUO4t","Rubaare Town Council Field Survey Station 003","SG-NTUNG-003","30.181609","-1.018425","9000000000809","KABj9G4S8sz","Rubaare Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"810","YbhFZDzgZEB","Rubaare Town Council Field Survey Station 004","SG-NTUNG-004","30.185139","-1.016382","9000000000810","KABj9G4S8sz","Rubaare Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"811","CKPFNnfrvbR","Rugarama North Subcounty Field Survey Station 001","SG-NTUNG-001","30.069106","-0.917721","9000000000811","wHVCxfn2tka","Rugarama North Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"812","TosSVIxz9nl","Rugarama Subcounty Field Survey Station 001","SG-NTUNG-001","30.082264","-1.01656","9000000000812","h6Wx2ZuKWJ3","Rugarama Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","UCBHCA","Functional","Reporting"
"813","Ab89aosJCg9","Rugarama Subcounty Field Survey Station 002","SG-NTUNG-002","30.091695","-1.020193","9000000000813","h6Wx2ZuKWJ3","Rugarama Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"814","sM16IZrIVkP","Ruhaama East Subcounty Field Survey Station 001","SG-NTUNG-001","30.390695","-0.942836","9000000000814","kKgpdYgGstG","Ruhaama East Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"815","Uo8eU7Qrx0v","Ruhaama Subcounty Field Survey Station 001","SG-NTUNG-001","30.351915","-0.984375","9000000000815","m9sICu1Db9N","Ruhaama Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"816","aifkaPWfQez","Rukoni East Subcounty Field Survey Station 001","SG-NTUNG-001","30.504115","-0.923874","9000000000816","a7R6lzPJHUN","Rukoni East Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"817","yBop0LBKQCs","Rukoni West Subcounty Field Survey Station 001","SG-NTUNG-001","","","9000000000817","aBKUgg9eMEK","Rukoni West Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"818","qfLP072gVcy","Rukoni West Subcounty Field Survey Station 002","SG-NTUNG-002","30.49666","-0.928148","9000000000818","aBKUgg9eMEK","Rukoni West Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"819","UGeQEBwyWhV","Rwamabondo Town Council Field Survey Station 001","SG-NTUNG-001","30.162663","-0.763049","9000000000819","SAro5lyaFR2","Rwamabondo Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","UCBHCA","Functional","Reporting"
"820","vA1hYI0OEFl","Rwamabondo Town Council Field Survey Station 002","SG-NTUNG-002","30.164917","-0.763769","9000000000820","SAro5lyaFR2","Rwamabondo Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"821","WbKZOAuiCXn","Rwashamaire Town Council Field Survey Station 001","SG-NTUNG-001","","","9000000000821","JuOtACnY2E5","Rwashamaire Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","PFP","UPMB","Functional","Reporting"
"822","SYAQAXXpmCo","Rwashamaire Town Council Field Survey Station 002","SG-NTUNG-002","30.133132","-0.832197","9000000000822","JuOtACnY2E5","Rwashamaire Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","UCBHCA","Functional","Reporting"
"823","NaulHChBBCx","Rwashamaire Town Council Field Survey Station 003","SG-NTUNG-003","","","9000000000823","JuOtACnY2E5","Rwashamaire Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"824","CSpqU3MIZuC","Rwashamaire Town Council Field Survey Station 004","SG-NTUNG-004","30.133786","-0.841944","9000000000824","JuOtACnY2E5","Rwashamaire Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"825","W2DisxptRpM","Rweikiniro Subcounty Field Survey Station 001","SG-NTUNG-001","30.379827","-1.037164","9000000000825","OelY0OuJRrh","Rweikiniro Subcounty","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"826","j5ErZiiRNtq","Rwentobo-Rwahi Town Council Field Survey Station 001","SG-NTUNG-001","","","9000000000826","o4ERFQpXLCM","Rwentobo-Rwahi Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","UPMB","Functional","Reporting"
"827","aRZJAIxQZ53","Rwentobo-Rwahi Town Council Field Survey Station 002","SG-NTUNG-002","30.155315","-1.098488","9000000000827","o4ERFQpXLCM","Rwentobo-Rwahi Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"828","CSaBOCutxpN","Rwentobo-Rwahi Town Council Field Survey Station 003","SG-NTUNG-003","","","9000000000828","o4ERFQpXLCM","Rwentobo-Rwahi Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"829","e8DyC8c45AO","Rwoho Town Council Field Survey Station 001","SG-NTUNG-001","30.528572","-0.853994","9000000000829","wWmaqyMMldF","Rwoho Town Council","hAoe9dhZh9V","Ntungamo District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"830","FpU5gsGOf6n","Western Division Field Survey Station 001","SG-NTUNG-001","30.274423","-0.83797","9000000000830","XziArrrpUNq","Western Division","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"831","qjHlE1v9LP6","Western Division Field Survey Station 002","SG-NTUNG-002","30.261614","-0.870825","9000000000831","XziArrrpUNq","Western Division","hAoe9dhZh9V","Ntungamo District","Ankole","Community Enumeration Point","GOV","UPS","Functional","Reporting"
"832","XclP9NZtHUO","Katanda Subcounty Field Survey Station 001","SG-RUBIR-001","30.20073","-0.23422","9000000000832","K6tAujIHmVM","Katanda Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Non-Reporting"
"833","vMhkS3v6kT1","Katerera Subcounty Field Survey Station 001","SG-RUBIR-001","","","9000000000833","fzvBAzpTuei","Katerera Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"834","D0C2UTHtTDN","Katerera Town Council Field Survey Station 001","SG-RUBIR-001","30.170015","-0.196722","9000000000834","OArnksuH9WD","Katerera Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"835","nLcJPspov8c","Katerera Town Council Field Survey Station 002","SG-RUBIR-002","30.182314","-0.191448","9000000000835","OArnksuH9WD","Katerera Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"836","NMm8X0Qn2CR","Katerera Town Council Field Survey Station 003","SG-RUBIR-003","30.170121","-0.204499","9000000000836","OArnksuH9WD","Katerera Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"837","tOOBJ1vMcA8","Katerera Town Council Field Survey Station 004","SG-RUBIR-004","30.169659","-0.197836","9000000000837","OArnksuH9WD","Katerera Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"838","MtxLlVBEoZc","Katerera Town Council Field Survey Station 005","SG-RUBIR-005","30.169075","-0.197598","9000000000838","OArnksuH9WD","Katerera Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PNFP","Private Authority","Non-Functional","Non-Reporting"
"839","K97Ta0zw1QG","Katunguru Subcounty Field Survey Station 001","SG-RUBIR-001","30.174512","-0.075729","9000000000839","EaYP1A2wyvE","Katunguru Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"840","VeLWYyVm43q","Katunguru Subcounty Field Survey Station 002","SG-RUBIR-002","30.056212","-0.135163","9000000000840","EaYP1A2wyvE","Katunguru Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"841","PY6780xaFk4","Katunguru Subcounty Field Survey Station 003","SG-RUBIR-003","29.896977","-0.209211","9000000000841","EaYP1A2wyvE","Katunguru Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"842","ltPXYlK9Lnd","Katunguru Subcounty Field Survey Station 004","SG-RUBIR-004","29.868629","-0.31135","9000000000842","EaYP1A2wyvE","Katunguru Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"843","kWzr4MZdqwH","Katunguru Subcounty Field Survey Station 005","SG-RUBIR-005","30.06067","-0.146178","9000000000843","EaYP1A2wyvE","Katunguru Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"844","deqUOFQ4Gqn","Kichwamba Subcounty Field Survey Station 001","SG-RUBIR-001","30.093418","-0.2416","9000000000844","ggvYKc3bfrH","Kichwamba Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"845","z6g3fyZIHkA","Kichwamba Subcounty Field Survey Station 002","SG-RUBIR-002","30.103022","-0.213043","9000000000845","ggvYKc3bfrH","Kichwamba Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"846","K26vPVPCdhj","Kichwamba Subcounty Field Survey Station 003","SG-RUBIR-003","30.077539","-0.275943","9000000000846","ggvYKc3bfrH","Kichwamba Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","GOV","Local Government","Functional","Reporting"
"847","G0wRWoyZAKY","Kichwamba Subcounty Field Survey Station 004","SG-RUBIR-004","30.094389","-0.234375","9000000000847","ggvYKc3bfrH","Kichwamba Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PNFP","Private Authority","Non-Functional","Non-Reporting"
"848","gawevOwtGES","Kirugu Subcounty Field Survey Station 001","SG-RUBIR-001","","","9000000000848","GLbWzyzBfzw","Kirugu Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"849","jBqnMmDxLII","Kirugu Subcounty Field Survey Station 002","SG-RUBIR-002","30.108696","-0.202481","9000000000849","GLbWzyzBfzw","Kirugu Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"850","HDeR7LLTzsr","Kyabakara Subcounty Field Survey Station 001","SG-RUBIR-001","30.197857","-0.178081","9000000000850","BKmwdsqAY8X","Kyabakara Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"851","m3i5NXppqJi","Kyabakara Subcounty Field Survey Station 002","SG-RUBIR-002","30.239609","-0.175975","9000000000851","BKmwdsqAY8X","Kyabakara Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"852","hBCupqHozKG","Magambo Subcounty Field Survey Station 001","SG-RUBIR-001","30.136348","-0.259816","9000000000852","IalHV5BSxEb","Magambo Subcounty","fS71jg1WYPk","Rubirizi District","Ankole","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"853","Py3qGzKwpaV","Rubirizi Town Council Field Survey Station 001","SG-RUBIR-001","30.105833","-0.265246","9000000000853","L91J9E1sJbc","Rubirizi Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"854","Ihcun2BgOuC","Rubirizi Town Council Field Survey Station 002","SG-RUBIR-002","30.10397","-0.290338","9000000000854","L91J9E1sJbc","Rubirizi Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"855","mNK5bkqmXZc","Rubirizi Town Council Field Survey Station 003","SG-RUBIR-003","","","9000000000855","L91J9E1sJbc","Rubirizi Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"856","cdrZ3zNVb5y","Rubirizi Town Council Field Survey Station 004","SG-RUBIR-004","30.106568","-0.263557","9000000000856","L91J9E1sJbc","Rubirizi Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"857","zasXXuYJ1hV","Rubirizi Town Council Field Survey Station 005","SG-RUBIR-005","30.104554","-0.26193","9000000000857","L91J9E1sJbc","Rubirizi Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"858","EjRpikqjXwB","Rubirizi Town Council Field Survey Station 006","SG-RUBIR-006","","","9000000000858","L91J9E1sJbc","Rubirizi Town Council","fS71jg1WYPk","Rubirizi District","Ankole","Community Enumeration Point","GOV","UPF","Functional","Reporting"
